title,skills,level,rating,platform,combined_features
PMP Seventh Edition Exam Practice Questions,PMP Seventh Edition Exam Prep Questions and answers are explained well for students to deeply understand PMI Style.,,4.2,Udemy,PMP Seventh Edition Exam Practice Questions PMP Seventh Edition Exam Prep Questions and answers are explained well for students to deeply understand PMI Style. nan
Learn Complete Front-End Web Development Course (2023),"Learn Complete Front End Web Development with HTML5, CSS3, Bootstrap 5, JavaScript, ECMAScript 6, Angular & React JS",Intermediate,4.4,Udemy,"Learn Complete Front-End Web Development Course (2023) Learn Complete Front End Web Development with HTML5, CSS3, Bootstrap 5, JavaScript, ECMAScript 6, Angular & React JS All Levels"
Singing Bowls for ENERGY Work,Level 2: BLISSbowls™ Sound Healing Methods for Integrating a Bowl into Sessions!,Beginner,4.9,Udemy,Singing Bowls for ENERGY Work Level 2: BLISSbowls™ Sound Healing Methods for Integrating a Bowl into Sessions! Beginner
Unreal Engine 5 - Learn to Make a Professional Main Menu,"Learn how widget blueprints work in UE5, as I teach how to create an animated main menu and graphics settings menu!",Intermediate,4.3,Udemy,"Unreal Engine 5 - Learn to Make a Professional Main Menu Learn how widget blueprints work in UE5, as I teach how to create an animated main menu and graphics settings menu! Intermediate"
Become a Professional Python Programmer,Learn all the important skills Python programmers need to get all the best programming jobs,Intermediate,4.0,Udemy,Become a Professional Python Programmer Learn all the important skills Python programmers need to get all the best programming jobs All Levels
Fundamentals of Analyzing Real Estate Investments,Learn professional investment analysis techniques for real estate investing in residential and commercial properties,Intermediate,4.4,Udemy,Fundamentals of Analyzing Real Estate Investments Learn professional investment analysis techniques for real estate investing in residential and commercial properties All Levels
Certified Information Systems Security Officer (CISSO),Certified Information Systems Security Officer (CISSO) Certification Exam Prep Course,Intermediate,4.3,Udemy,Certified Information Systems Security Officer (CISSO) Certified Information Systems Security Officer (CISSO) Certification Exam Prep Course All Levels
MERN Stack 2023 - Real Estate Marketplace App from Scratch,Beginners guide to build full stack JavaScript app using MERN (MongoDB Express React NodeJs) stack & AWS from scratch.,Intermediate,4.4,Udemy,MERN Stack 2023 - Real Estate Marketplace App from Scratch Beginners guide to build full stack JavaScript app using MERN (MongoDB Express React NodeJs) stack & AWS from scratch. All Levels
Effortless Income Formula - A Work From Home Business Plan,The only proven system for building an online business from your home computer,Beginner,4.0,Udemy,Effortless Income Formula - A Work From Home Business Plan The only proven system for building an online business from your home computer Beginner
Illustrator on the iPad MasterClass,"Master the World's best vector illustration tool in a completely new interface, designed for touch and Apple Pencil!",Beginner,5.0,Udemy,"Illustrator on the iPad MasterClass Master the World's best vector illustration tool in a completely new interface, designed for touch and Apple Pencil! Beginner"
AutoCAD Civil 3D Training: The Ultimate Course,Get the AutoCAD Civil 3D Premium Course and Free download Pdf  Book (reference training manual),Intermediate,4.4,Udemy,AutoCAD Civil 3D Training: The Ultimate Course Get the AutoCAD Civil 3D Premium Course and Free download Pdf  Book (reference training manual) All Levels
Day Trading Bootcamp: Proven Intraday Trading Tactics 2023,"Learn All Day Trading & Technical Analysis Hacks For Intraday Trading Stocks, Forex, Crypto, Options & Financial Trading",Intermediate,4.4,Udemy,"Day Trading Bootcamp: Proven Intraday Trading Tactics 2023 Learn All Day Trading & Technical Analysis Hacks For Intraday Trading Stocks, Forex, Crypto, Options & Financial Trading All Levels"
Part 2 | MS Dynamics365-Finance & Operations-MB300|330 |310,"Microsoft Dynamics 365 Finance and Operations UPDATED 2023 Vendor Management, Trade Agreements ,Discounts ,Charge Codes-",Intermediate,4.4,Udemy,"Part 2 | MS Dynamics365-Finance & Operations-MB300|330 |310 Microsoft Dynamics 365 Finance and Operations UPDATED 2023 Vendor Management, Trade Agreements ,Discounts ,Charge Codes- All Levels"
Embedded Linux using Yocto,Learn Yocto Project,Beginner,4.2,Udemy,Embedded Linux using Yocto Learn Yocto Project Beginner
Learn Managerial Economics and apply it in your business,Is mastering managerial economics helpful for effective decision-making in the corporate world? Come and learn!,Intermediate,4.7,Udemy,Learn Managerial Economics and apply it in your business Is mastering managerial economics helpful for effective decision-making in the corporate world? Come and learn! All Levels
Unity Game Development Master Class,Become a Game Developer,Beginner,4.5,Udemy,Unity Game Development Master Class Become a Game Developer Beginner
Creating Your First iPhone App,Decide  if iOS programming is right for you by making a resume app. Using Xcode and Swift,Beginner,3.9,Udemy,Creating Your First iPhone App Decide  if iOS programming is right for you by making a resume app. Using Xcode and Swift Beginner
Be a Lean Construction Leader,Easy to understand systems for improving any construction project,Beginner,4.1,Udemy,Be a Lean Construction Leader Easy to understand systems for improving any construction project Beginner
QuickBooks Desktop vs QBO Multiple Currencies,Learn to record transactions using multiple currencies using both QuickBooks Online and QuickBooks Desktop,Intermediate,4.3,Udemy,QuickBooks Desktop vs QBO Multiple Currencies Learn to record transactions using multiple currencies using both QuickBooks Online and QuickBooks Desktop All Levels
SMC Algorithm prediction in trading.,Algorithm price prediction.,Intermediate,5.0,Udemy,SMC Algorithm prediction in trading. Algorithm price prediction. Intermediate
Google Cloud Machine Learning Engineer Certification Prep,"Building, Deploying, and Managing Machine Learning Services at Scale",Intermediate,4.4,Udemy,"Google Cloud Machine Learning Engineer Certification Prep Building, Deploying, and Managing Machine Learning Services at Scale All Levels"
Complete Google Slides Course - Create Stunning Slides,Create Google Slides - Your Presentations Can Captivate - Beginner to Advanced - Wow the Audience,Intermediate,4.3,Udemy,Complete Google Slides Course - Create Stunning Slides Create Google Slides - Your Presentations Can Captivate - Beginner to Advanced - Wow the Audience All Levels
Stock Investment and Trading for Beginners and Intermediate,Added Lectures on 12/30/2021. Stock Screeners. Fundamentals and Technical Analysis. Art and Science of the Stock Market.,Beginner,3.8,Udemy,Stock Investment and Trading for Beginners and Intermediate Added Lectures on 12/30/2021. Stock Screeners. Fundamentals and Technical Analysis. Art and Science of the Stock Market. Beginner
Digital Disruption Masterclass PLUS Agile & Hackathons,"How Technology Is Changing The World: Learn disruption, transformation, prototyping, collaboration, moonshots & more",Intermediate,4.5,Udemy,"Digital Disruption Masterclass PLUS Agile & Hackathons How Technology Is Changing The World: Learn disruption, transformation, prototyping, collaboration, moonshots & more All Levels"
Make a fighting game in Unity,Make a professional looking two player fighting game in Unity,Beginner,4.4,Udemy,Make a fighting game in Unity Make a professional looking two player fighting game in Unity Beginner
Object Oriented Programming in Javascript - Complete Course,"Learn Object Oriented programming in Javascript (Prototypes, classes, modules) - ton of hands-on examples and exercises",Intermediate,3.9,Udemy,"Object Oriented Programming in Javascript - Complete Course Learn Object Oriented programming in Javascript (Prototypes, classes, modules) - ton of hands-on examples and exercises All Levels"
Learning Microsoft Excel 2016 for Mac,Learn to Manage Your Data Using Spreadsheet Functionality,Beginner,4.2,Udemy,Learning Microsoft Excel 2016 for Mac Learn to Manage Your Data Using Spreadsheet Functionality Beginner
Performance Under Pressure - The Full Course,"Learn How to Effectively Manage Your Attitude, Your Actions and Your Relationships",Intermediate,4.1,Udemy,"Performance Under Pressure - The Full Course Learn How to Effectively Manage Your Attitude, Your Actions and Your Relationships Intermediate"
Data Structures and Algorithms In C++ ( DSA ),Data Structures and Algorithms in C++ Using C++ DSA Data Structures Algorithms LeetCode DSA C++ Data Structures FAANG,Intermediate,3.3,Udemy,Data Structures and Algorithms In C++ ( DSA ) Data Structures and Algorithms in C++ Using C++ DSA Data Structures Algorithms LeetCode DSA C++ Data Structures FAANG All Levels
Product Management Foundations,"Case-based practical course on product management to build strong foundations in product concepts, process & frameworks",Beginner,4.5,Udemy,"Product Management Foundations Case-based practical course on product management to build strong foundations in product concepts, process & frameworks Beginner"
Basel II,An introductory course about understanding Basel II and the three pillars that support it.,Intermediate,3.7,Udemy,Basel II An introductory course about understanding Basel II and the three pillars that support it. All Levels
Reviewing Financial Models,Become more confident when reviewing financial models by using the toolkit of techniques covered in this course,Intermediate,4.4,Udemy,Reviewing Financial Models Become more confident when reviewing financial models by using the toolkit of techniques covered in this course All Levels
Leadership & Management Essentials: Leadership For Success!,"Leadership Skills - Leadership Qualities, Tools & Techniques To Influence, Motivate, Inspire & Lead Any Team To Success!",Intermediate,4.5,Udemy,"Leadership & Management Essentials: Leadership For Success! Leadership Skills - Leadership Qualities, Tools & Techniques To Influence, Motivate, Inspire & Lead Any Team To Success! All Levels"
"VMware vSphere 6.0 Part 3 - Storage, Resources, VM Migration","Learn Shared Storage, how to make/expand VMFS volumes, to use Resource Pools and to cold, VMotion & Storage VMotion VMs",Intermediate,4.5,Udemy,"VMware vSphere 6.0 Part 3 - Storage, Resources, VM Migration Learn Shared Storage, how to make/expand VMFS volumes, to use Resource Pools and to cold, VMotion & Storage VMotion VMs Intermediate"
